trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
TRIP_06bc5a87-ebd2-4073-ace1-62b5a410a0e4,06:08:14,06:08:14,STOP_b698de68-d829-4b0c-b26b-0c85d4f683fa,2,Circular Completa,0,0,,0
TRIP_06bc5a87-ebd2-4073-ace1-62b5a410a0e4,06:09:14,06:09:14,STOP_a721d08d-f6c0-49a0-8ce4-34f7bcd85775,3,Circular Completa,0,0,,0
TRIP_06bc5a87-ebd2-4073-ace1-62b5a410a0e4,06:10:14,06:10:14,STOP_c475fa9b-f7ba-45bf-be92-384e0fe2be20,4,Circular Completa,0,0,,0
TRIP_06bc5a87-ebd2-4073-ace1-62b5a410a0e4,06:11:14,06:11:14,STOP_1851d31f-ac11-4d06-b887-c752bff94937,5,Circular Completa,0,0,,0
TRIP_06bc5a87-ebd2-4073-ace1-62b5a410a0e4,06:12:14,06:12:14,STOP_e03a7908-92ca-4eeb-9698-7b702bf96f94,6,Circular Completa,0,0,,0
TRIP_06bc5a87-ebd2-4073-ace1-62b5a410a0e4,06:13:14,06:13:14,STOP_e5ac499c-a524-49d5-9828-bd622a9b3feb,7,Circular Completa,0,0,,0
TRIP_06bc5a87-ebd2-4073-ace1-62b5a410a0e4,06:14:14,06:14:14,STOP_0fcc22aa-f437-486d-b467-fa80f387367e,8,Circular Completa,0,0,,0
TRIP_06bc5a87-ebd2-4073-ace1-62b5a410a0e4,06:15:14,06:15:14,STOP_a308f0a0-c3ef-4034-953b-2b2588aa6f30,9,Circular Completa,0,0,,0
TRIP_05949b92-5277-418b-870f-e4838a685574,06:05:23,06:05:23,STOP_5b96f03f-6eec-4bf3-b22c-7004cce17c74,1,Circular Completa,0,0,,0
TRIP_05949b92-5277-418b-870f-e4838a685574,06:06:23,06:06:23,STOP_b698de68-d829-4b0c-b26b-0c85d4f683fa,2,Circular Completa,0,0,,0
TRIP_05949b92-5277-418b-870f-e4838a685574,06:07:23,06:07:23,STOP_a721d08d-f6c0-49a0-8ce4-34f7bcd85775,3,Circular Completa,0,0,,0
TRIP_05949b92-5277-418b-870f-e4838a685574,06:08:23,06:08:23,STOP_c475fa9b-f7ba-45bf-be92-384e0fe2be20,4,Circular Completa,0,0,,0
TRIP_05949b92-5277-418b-870f-e4838a685574,06:09:23,06:09:23,STOP_1851d31f-ac11-4d06-b887-c752bff94937,5,Circular Completa,0,0,,0
TRIP_05949b92-5277-418b-870f-e4838a685574,06:10:23,06:10:23,STOP_e03a7908-92ca-4eeb-9698-7b702bf96f94,6,Circular Completa,0,0,,0
TRIP_05949b92-5277-418b-870f-e4838a685574,06:11:23,06:11:23,STOP_e5ac499c-a524-49d5-9828-bd622a9b3feb,7,Circular Completa,0,0,,0
TRIP_05949b92-5277-418b-870f-e4838a685574,06:12:23,06:12:23,STOP_0fcc22aa-f437-486d-b467-fa80f387367e,8,Circular Completa,0,0,,0
TRIP_05949b92-5277-418b-870f-e4838a685574,06:13:23,06:13:23,STOP_a308f0a0-c3ef-4034-953b-2b2588aa6f30,9,Circular Completa,0,0,,0
TRIP_1e59a21d-0332-42a5-9ef6-b8a5811add7c,06:00:26,06:00:26,STOP_5b96f03f-6eec-4bf3-b22c-7004cce17c74,1,Circular Completa,0,0,,0
TRIP_1e59a21d-0332-42a5-9ef6-b8a5811add7c,06:01:26,06:01:26,STOP_b698de68-d829-4b0c-b26b-0c85d4f683fa,2,Circular Completa,0,0,,0
TRIP_1e59a21d-0332-42a5-9ef6-b8a5811add7c,06:02:26,06:02:26,STOP_a721d08d-f6c0-49a0-8ce4-34f7bcd85775,3,Circular Completa,0,0,,0
TRIP_1e59a21d-0332-42a5-9ef6-b8a5811add7c,06:03:26,06:03:26,STOP_c475fa9b-f7ba-45bf-be92-384e0fe2be20,4,Circular Completa,0,0,,0
TRIP_1e59a21d-0332-42a5-9ef6-b8a5811add7c,06:04:26,06:04:26,STOP_1851d31f-ac11-4d06-b887-c752bff94937,5,Circular Completa,0,0,,0
TRIP_1e59a21d-0332-42a5-9ef6-b8a5811add7c,06:05:26,06:05:26,STOP_e03a7908-92ca-4eeb-9698-7b702bf96f94,6,Circular Completa,0,0,,0
TRIP_1e59a21d-0332-42a5-9ef6-b8a5811add7c,06:06:26,06:06:26,STOP_e5ac499c-a524-49d5-9828-bd622a9b3feb,7,Circular Completa,0,0,,0
TRIP_1e59a21d-0332-42a5-9ef6-b8a5811add7c,06:07:26,06:07:26,STOP_0fcc22aa-f437-486d-b467-fa80f387367e,8,Circular Completa,0,0,,0
TRIP_1e59a21d-0332-42a5-9ef6-b8a5811add7c,06:08:26,06:08:26,STOP_a308f0a0-c3ef-4034-953b-2b2588aa6f30,9,Circular Completa,0,0,,0
TRIP_651ce62b-244f-407a-a3bd-65b70105cfe3,06:12:14,06:12:14,STOP_5b96f03f-6eec-4bf3-b22c-7004cce17c74,1,Circular Completa,0,0,,0
TRIP_651ce62b-244f-407a-a3bd-65b70105cfe3,06:13:14,06:13:14,STOP_b698de68-d829-4b0c-b26b-0c85d4f683fa,2,Circular Completa,0,0,,0
TRIP_651ce62b-244f-407a-a3bd-65b70105cfe3,06:14:14,06:14:14,STOP_a721d08d-f6c0-49a0-8ce4-34f7bcd85775,3,Circular Completa,0,0,,0
TRIP_651ce62b-244f-407a-a3bd-65b70105cfe3,06:15:14,06:15:14,STOP_c475fa9b-f7ba-45bf-be92-384e0fe2be20,4,Circular Completa,0,0,,0
TRIP_651ce62b-244f-407a-a3bd-65b70105cfe3,06:16:14,06:16:14,STOP_1851d31f-ac11-4d06-b887-c752bff94937,5,Circular Completa,0,0,,0
TRIP_651ce62b-244f-407a-a3bd-65b70105cfe3,06:17:14,06:17:14,STOP_e03a7908-92ca-4eeb-9698-7b702bf96f94,6,Circular Completa,0,0,,0
TRIP_651ce62b-244f-407a-a3bd-65b70105cfe3,06:18:14,06:18:14,STOP_e5ac499c-a524-49d5-9828-bd622a9b3feb,7,Circular Completa,0,0,,0
TRIP_651ce62b-244f-407a-a3bd-65b70105cfe3,06:19:14,06:19:14,STOP_0fcc22aa-f437-486d-b467-fa80f387367e,8,Circular Completa,0,0,,0
TRIP_651ce62b-244f-407a-a3bd-65b70105cfe3,06:20:14,06:20:14,STOP_a308f0a0-c3ef-4034-953b-2b2588aa6f30,9,Circular Completa,0,0,,0
TRIP_126f5d4a-ab10-4757-b952-4ad1fb1ef028,06:05:57,06:05:57,STOP_5b96f03f-6eec-4bf3-b22c-7004cce17c74,1,Circular Completa,0,0,,0
TRIP_126f5d4a-ab10-4757-b952-4ad1fb1ef028,06:06:57,06:06:57,STOP_b698de68-d829-4b0c-b26b-0c85d4f683fa,2,Circular Completa,0,0,,0
TRIP_126f5d4a-ab10-4757-b952-4ad1fb1ef028,06:07:57,06:07:57,STOP_a721d08d-f6c0-49a0-8ce4-34f7bcd85775,3,Circular Completa,0,0,,0
TRIP_126f5d4a-ab10-4757-b952-4ad1fb1ef028,06:08:57,06:08:57,STOP_c475fa9b-f7ba-45bf-be92-384e0fe2be20,4,Circular Completa,0,0,,0
TRIP_126f5d4a-ab10-4757-b952-4ad1fb1ef028,06:09:57,06:09:57,STOP_1851d31f-ac11-4d06-b887-c752bff94937,5,Circular Completa,0,0,,0
TRIP_126f5d4a-ab10-4757-b952-4ad1fb1ef028,06:10:57,06:10:57,STOP_e03a7908-92ca-4eeb-9698-7b702bf96f94,6,Circular Completa,0,0,,0
TRIP_126f5d4a-ab10-4757-b952-4ad1fb1ef028,06:11:57,06:11:57,STOP_e5ac499c-a524-49d5-9828-bd622a9b3feb,7,Circular Completa,0,0,,0
TRIP_126f5d4a-ab10-4757-b952-4ad1fb1ef028,06:12:57,06:12:57,STOP_0fcc22aa-f437-486d-b467-fa80f387367e,8,Circular Completa,0,0,,0
TRIP_126f5d4a-ab10-4757-b952-4ad1fb1ef028,06:13:57,06:13:57,STOP_a308f0a0-c3ef-4034-953b-2b2588aa6f30,9,Circular Completa,0,0,,0
TRIP_c93f1998-ffc9-4e73-bdf3-3eb319e7320f,06:04:49,06:04:49,STOP_5b96f03f-6eec-4bf3-b22c-7004cce17c74,1,Circular Completa,0,0,,0
TRIP_c93f1998-ffc9-4e73-bdf3-3eb319e7320f,06:05:49,06:05:49,STOP_b698de68-d829-4b0c-b26b-0c85d4f683fa,2,Circular Completa,0,0,,0
TRIP_c93f1998-ffc9-4e73-bdf3-3eb319e7320f,06:06:49,06:06:49,STOP_a721d08d-f6c0-49a0-8ce4-34f7bcd85775,3,Circular Completa,0,0,,0
TRIP_c93f1998-ffc9-4e73-bdf3-3eb319e7320f,06:07:49,06:07:49,STOP_c475fa9b-f7ba-45bf-be92-384e0fe2be20,4,Circular Completa,0,0,,0
TRIP_c93f1998-ffc9-4e73-bdf3-3eb319e7320f,06:08:49,06:08:49,STOP_1851d31f-ac11-4d06-b887-c752bff94937,5,Circular Completa,0,0,,0
TRIP_c93f1998-ffc9-4e73-bdf3-3eb319e7320f,06:09:49,06:09:49,STOP_e03a7908-92ca-4eeb-9698-7b702bf96f94,6,Circular Completa,0,0,,0
TRIP_c93f1998-ffc9-4e73-bdf3-3eb319e7320f,06:10:49,06:10:49,STOP_e5ac499c-a524-49d5-9828-bd622a9b3feb,7,Circular Completa,0,0,,0
TRIP_c93f1998-ffc9-4e73-bdf3-3eb319e7320f,06:11:49,06:11:49,STOP_0fcc22aa-f437-486d-b467-fa80f387367e,8,Circular Completa,0,0,,0
TRIP_c93f1998-ffc9-4e73-bdf3-3eb319e7320f,06:12:49,06:12:49,STOP_a308f0a0-c3ef-4034-953b-2b2588aa6f30,9,Circular Completa,0,0,,0
TRIP_a2fd36c2-f6e1-4129-aeb5-3eeeecf07d61,06:07:34,06:07:34,STOP_5b96f03f-6eec-4bf3-b22c-7004cce17c74,1,Circular Completa,0,0,,0
TRIP_a2fd36c2-f6e1-4129-aeb5-3eeeecf07d61,06:08:34,06:08:34,STOP_b698de68-d829-4b0c-b26b-0c85d4f683fa,2,Circular Completa,0,0,,0
TRIP_a2fd36c2-f6e1-4129-aeb5-3eeeecf07d61,06:09:34,06:09:34,STOP_a721d08d-f6c0-49a0-8ce4-34f7bcd85775,3,Circular Completa,0,0,,0
TRIP_a2fd36c2-f6e1-4129-aeb5-3eeeecf07d61,06:10:34,06:10:34,STOP_c475fa9b-f7ba-45bf-be92-384e0fe2be20,4,Circular Completa,0,0,,0
TRIP_a2fd36c2-f6e1-4129-aeb5-3eeeecf07d61,06:11:34,06:11:34,STOP_1851d31f-ac11-4d06-b887-c752bff94937,5,Circular Completa,0,0,,0
TRIP_a2fd36c2-f6e1-4129-aeb5-3eeeecf07d61,06:12:34,06:12:34,STOP_e03a7908-92ca-4eeb-9698-7b702bf96f94,6,Circular Completa,0,0,,0
TRIP_a2fd36c2-f6e1-4129-aeb5-3eeeecf07d61,06:13:34,06:13:34,STOP_e5ac499c-a524-49d5-9828-bd622a9b3feb,7,Circular Completa,0,0,,0
TRIP_a2fd36c2-f6e1-4129-aeb5-3eeeecf07d61,06:14:34,06:14:34,STOP_0fcc22aa-f437-486d-b467-fa80f387367e,8,Circular Completa,0,0,,0
TRIP_a2fd36c2-f6e1-4129-aeb5-3eeeecf07d61,06:15:34,06:15:34,STOP_a308f0a0-c3ef-4034-953b-2b2588aa6f30,9,Circular Completa,0,0,,0
TRIP_eeffa1d1-0533-4200-948e-84ba5fb49e46,06:20:09,06:20:09,STOP_5b96f03f-6eec-4bf3-b22c-7004cce17c74,1,Circular Completa,0,0,,0
TRIP_eeffa1d1-0533-4200-948e-84ba5fb49e46,06:21:09,06:21:09,STOP_b698de68-d829-4b0c-b26b-0c85d4f683fa,2,Circular Completa,0,0,,0
TRIP_eeffa1d1-0533-4200-948e-84ba5fb49e46,06:22:09,06:22:09,STOP_a721d08d-f6c0-49a0-8ce4-34f7bcd85775,3,Circular Completa,0,0,,0
TRIP_eeffa1d1-0533-4200-948e-84ba5fb49e46,06:23:09,06:23:09,STOP_c475fa9b-f7ba-45bf-be92-384e0fe2be20,4,Circular Completa,0,0,,0
TRIP_eeffa1d1-0533-4200-948e-84ba5fb49e46,06:24:09,06:24:09,STOP_1851d31f-ac11-4d06-b887-c752bff94937,5,Circular Completa,0,0,,0
TRIP_eeffa1d1-0533-4200-948e-84ba5fb49e46,06:25:09,06:25:09,STOP_e03a7908-92ca-4eeb-9698-7b702bf96f94,6,Circular Completa,0,0,,0
TRIP_eeffa1d1-0533-4200-948e-84ba5fb49e46,06:26:09,06:26:09,STOP_e5ac499c-a524-49d5-9828-bd622a9b3feb,7,Circular Completa,0,0,,0
TRIP_eeffa1d1-0533-4200-948e-84ba5fb49e46,06:27:09,06:27:09,STOP_0fcc22aa-f437-486d-b467-fa80f387367e,8,Circular Completa,0,0,,0
TRIP_eeffa1d1-0533-4200-948e-84ba5fb49e46,06:28:09,06:28:09,STOP_a308f0a0-c3ef-4034-953b-2b2588aa6f30,9,Circular Completa,0,0,,0
TRIP_ecfb2809-2e65-47c2-85ea-ad1a1f242acb,06:06:32,06:06:32,STOP_5b96f03f-6eec-4bf3-b22c-7004cce17c74,1,Circular Completa,0,0,,0
TRIP_ecfb2809-2e65-47c2-85ea-ad1a1f242acb,06:07:32,06:07:32,STOP_b698de68-d829-4b0c-b26b-0c85d4f683fa,2,Circular Completa,0,0,,0
TRIP_ecfb2809-2e65-47c2-85ea-ad1a1f242acb,06:08:32,06:08:32,STOP_a721d08d-f6c0-49a0-8ce4-34f7bcd85775,3,Circular Completa,0,0,,0
TRIP_ecfb2809-2e65-47c2-85ea-ad1a1f242acb,06:09:32,06:09:32,STOP_c475fa9b-f7ba-45bf-be92-384e0fe2be20,4,Circular Completa,0,0,,0
TRIP_ecfb2809-2e65-47c2-85ea-ad1a1f242acb,06:10:32,06:10:32,STOP_1851d31f-ac11-4d06-b887-c752bff94937,5,Circular Completa,0,0,,0
TRIP_ecfb2809-2e65-47c2-85ea-ad1a1f242acb,06:11:32,06:11:32,STOP_e03a7908-92ca-4eeb-9698-7b702bf96f94,6,Circular Completa,0,0,,0
TRIP_ecfb2809-2e65-47c2-85ea-ad1a1f242acb,06:12:32,06:12:32,STOP_e5ac499c-a524-49d5-9828-bd622a9b3feb,7,Circular Completa,0,0,,0
TRIP_ecfb2809-2e65-47c2-85ea-ad1a1f242acb,06:13:32,06:13:32,STOP_0fcc22aa-f437-486d-b467-fa80f387367e,8,Circular Completa,0,0,,0
TRIP_ecfb2809-2e65-47c2-85ea-ad1a1f242acb,06:14:32,06:14:32,STOP_a308f0a0-c3ef-4034-953b-2b2588aa6f30,9,Circular Completa,0,0,,0
TRIP_c7a84b33-5049-40ae-aff2-8cb1ff470446,06:09:07,06:09:07,STOP_5b96f03f-6eec-4bf3-b22c-7004cce17c74,1,Circular Completa,0,0,,0
TRIP_c7a84b33-5049-40ae-aff2-8cb1ff470446,06:10:07,06:10:07,STOP_b698de68-d829-4b0c-b26b-0c85d4f683fa,2,Circular Completa,0,0,,0
TRIP_c7a84b33-5049-40ae-aff2-8cb1ff470446,06:11:07,06:11:07,STOP_a721d08d-f6c0-49a0-8ce4-34f7bcd85775,3,Circular Completa,0,0,,0
TRIP_c7a84b33-5049-40ae-aff2-8cb1ff470446,06:12:07,06:12:07,STOP_c475fa9b-f7ba-45bf-be92-384e0fe2be20,4,Circular Completa,0,0,,0
TRIP_c7a84b33-5049-40ae-aff2-8cb1ff470446,06:13:07,06:13:07,STOP_1851d31f-ac11-4d06-b887-c752bff94937,5,Circular Completa,0,0,,0
TRIP_c7a84b33-5049-40ae-aff2-8cb1ff470446,06:14:07,06:14:07,STOP_e03a7908-92ca-4eeb-9698-7b702bf96f94,6,Circular Completa,0,0,,0
TRIP_c7a84b33-5049-40ae-aff2-8cb1ff470446,06:15:07,06:15:07,STOP_e5ac499c-a524-49d5-9828-bd622a9b3feb,7,Circular Completa,0,0,,0
TRIP_c7a84b33-5049-40ae-aff2-8cb1ff470446,06:16:07,06:16:07,STOP_0fcc22aa-f437-486d-b467-fa80f387367e,8,Circular Completa,0,0,,0
TRIP_c7a84b33-5049-40ae-aff2-8cb1ff470446,06:17:07,06:17:07,STOP_a308f0a0-c3ef-4034-953b-2b2588aa6f30,9,Circular Completa,0,0,,0
TRIP_d483b805-9465-432b-a45e-7295beddcd16,06:12:32,06:12:32,STOP_5b96f03f-6eec-4bf3-b22c-7004cce17c74,1,Circular Completa,0,0,,0
TRIP_d483b805-9465-432b-a45e-7295beddcd16,06:13:32,06:13:32,STOP_b698de68-d829-4b0c-b26b-0c85d4f683fa,2,Circular Completa,0,0,,0
TRIP_d483b805-9465-432b-a45e-7295beddcd16,06:14:32,06:14:32,STOP_a721d08d-f6c0-49a0-8ce4-34f7bcd85775,3,Circular Completa,0,0,,0
TRIP_d483b805-9465-432b-a45e-7295beddcd16,06:15:32,06:15:32,STOP_c475fa9b-f7ba-45bf-be92-384e0fe2be20,4,Circular Completa,0,0,,0
TRIP_d483b805-9465-432b-a45e-7295beddcd16,06:16:32,06:16:32,STOP_1851d31f-ac11-4d06-b887-c752bff94937,5,Circular Completa,0,0,,0
TRIP_d483b805-9465-432b-a45e-7295beddcd16,06:17:32,06:17:32,STOP_e03a7908-92ca-4eeb-9698-7b702bf96f94,6,Circular Completa,0,0,,0
TRIP_d483b805-9465-432b-a45e-7295beddcd16,06:18:32,06:18:32,STOP_e5ac499c-a524-49d5-9828-bd622a9b3feb,7,Circular Completa,0,0,,0
TRIP_d483b805-9465-432b-a45e-7295beddcd16,06:19:32,06:19:32,STOP_0fcc22aa-f437-486d-b467-fa80f387367e,8,Circular Completa,0,0,,0
TRIP_d483b805-9465-432b-a45e-7295beddcd16,06:20:32,06:20:32,STOP_a308f0a0-c3ef-4034-953b-2b2588aa6f30,9,Circular Completa,0,0,,0
TRIP_18b301ef-91d0-48b6-bbd7-df233691bce2,06:08:09,06:08:09,STOP_5b96f03f-6eec-4bf3-b22c-7004cce17c74,1,Circular Completa,0,0,,0
TRIP_18b301ef-91d0-48b6-bbd7-df233691bce2,06:09:09,06:09:09,STOP_b698de68-d829-4b0c-b26b-0c85d4f683fa,2,Circular Completa,0,0,,0
TRIP_18b301ef-91d0-48b6-bbd7-df233691bce2,06:10:09,06:10:09,STOP_a721d08d-f6c0-49a0-8ce4-34f7bcd85775,3,Circular Completa,0,0,,0
TRIP_18b301ef-91d0-48b6-bbd7-df233691bce2,06:11:09,06:11:09,STOP_c475fa9b-f7ba-45bf-be92-384e0fe2be20,4,Circular Completa,0,0,,0
TRIP_18b301ef-91d0-48b6-bbd7-df233691bce2,06:12:09,06:12:09,STOP_1851d31f-ac11-4d06-b887-c752bff94937,5,Circular Completa,0,0,,0
TRIP_18b301ef-91d0-48b6-bbd7-df233691bce2,06:13:09,06:13:09,STOP_e03a7908-92ca-4eeb-9698-7b702bf96f94,6,Circular Completa,0,0,,0
TRIP_18b301ef-91d0-48b6-bbd7-df233691bce2,06:14:09,06:14:09,STOP_e5ac499c-a524-49d5-9828-bd622a9b3feb,7,Circular Completa,0,0,,0
TRIP_18b301ef-91d0-48b6-bbd7-df233691bce2,06:15:09,06:15:09,STOP_0fcc22aa-f437-486d-b467-fa80f387367e,8,Circular Completa,0,0,,0
TRIP_18b301ef-91d0-48b6-bbd7-df233691bce2,06:16:09,06:16:09,STOP_a308f0a0-c3ef-4034-953b-2b2588aa6f30,9,Circular Completa,0,0,,0
TRIP_aedfaade-354d-4bd0-8e62-46e6aca2a210,06:28:42,06:28:42,STOP_5b96f03f-6eec-4bf3-b22c-7004cce17c74,1,Circular Completa,0,0,,0
TRIP_aedfaade-354d-4bd0-8e62-46e6aca2a210,06:29:42,06:29:42,STOP_b698de68-d829-4b0c-b26b-0c85d4f683fa,2,Circular Completa,0,0,,0
TRIP_aedfaade-354d-4bd0-8e62-46e6aca2a210,06:30:42,06:30:42,STOP_a721d08d-f6c0-49a0-8ce4-34f7bcd85775,3,Circular Completa,0,0,,0
TRIP_aedfaade-354d-4bd0-8e62-46e6aca2a210,06:31:42,06:31:42,STOP_c475fa9b-f7ba-45bf-be92-384e0fe2be20,4,Circular Completa,0,0,,0
TRIP_aedfaade-354d-4bd0-8e62-46e6aca2a210,06:32:42,06:32:42,STOP_1851d31f-ac11-4d06-b887-c752bff94937,5,Circular Completa,0,0,,0
TRIP_aedfaade-354d-4bd0-8e62-46e6aca2a210,06:33:42,06:33:42,STOP_e03a7908-92ca-4eeb-9698-7b702bf96f94,6,Circular Completa,0,0,,0
TRIP_aedfaade-354d-4bd0-8e62-46e6aca2a210,06:34:42,06:34:42,STOP_e5ac499c-a524-49d5-9828-bd622a9b3feb,7,Circular Completa,0,0,,0
TRIP_aedfaade-354d-4bd0-8e62-46e6aca2a210,06:35:42,06:35:42,STOP_0fcc22aa-f437-486d-b467-fa80f387367e,8,Circular Completa,0,0,,0
TRIP_aedfaade-354d-4bd0-8e62-46e6aca2a210,06:36:42,06:36:42,STOP_a308f0a0-c3ef-4034-953b-2b2588aa6f30,9,Circular Completa,0,0,,0
TRIP_0dcf44c1-7ae2-4247-b786-17321fc160ee,06:23:48,06:23:48,STOP_5b96f03f-6eec-4bf3-b22c-7004cce17c74,1,Circular Completa,0,0,,0
TRIP_0dcf44c1-7ae2-4247-b786-17321fc160ee,06:24:48,06:24:48,STOP_b698de68-d829-4b0c-b26b-0c85d4f683fa,2,Circular Completa,0,0,,0
TRIP_0dcf44c1-7ae2-4247-b786-17321fc160ee,06:25:48,06:25:48,STOP_a721d08d-f6c0-49a0-8ce4-34f7bcd85775,3,Circular Completa,0,0,,0
TRIP_0dcf44c1-7ae2-4247-b786-17321fc160ee,06:26:48,06:26:48,STOP_c475fa9b-f7ba-45bf-be92-384e0fe2be20,4,Circular Completa,0,0,,0
TRIP_0dcf44c1-7ae2-4247-b786-17321fc160ee,06:27:48,06:27:48,STOP_1851d31f-ac11-4d06-b887-c752bff94937,5,Circular Completa,0,0,,0
TRIP_0dcf44c1-7ae2-4247-b786-17321fc160ee,06:28:48,06:28:48,STOP_e03a7908-92ca-4eeb-9698-7b702bf96f94,6,Circular Completa,0,0,,0
TRIP_0dcf44c1-7ae2-4247-b786-17321fc160ee,06:29:48,06:29:48,STOP_e5ac499c-a524-49d5-9828-bd622a9b3feb,7,Circular Completa,0,0,,0
TRIP_0dcf44c1-7ae2-4247-b786-17321fc160ee,06:30:48,06:30:48,STOP_0fcc22aa-f437-486d-b467-fa80f387367e,8,Circular Completa,0,0,,0
